team,year,won,lost,tied,notes,scorecard_name
Grinnell,1913,2,6,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1912,5,2,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1911,5,3,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1910,5,2,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1909,2,5,1,(Insufficient Major Opponents),Grinnell College
Grinnell,1908,5,4,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1907,6,2,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1906,5,2,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1905,7,2,1,(Insufficient Major Opponents),Grinnell College
Grinnell,1904,1,6,1,(Insufficient Major Opponents),Grinnell College
Grinnell,1903,5,4,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1902,2,6,1,(Insufficient Major Opponents),Grinnell College
Grinnell,1901,6,1,1,(Insufficient Major Opponents),Grinnell College
Grinnell,1900,2,7,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1899,7,2,1,(Insufficient Major Opponents),Grinnell College
Grinnell,1898,5,1,1,(Insufficient Major Opponents),Grinnell College
Grinnell,1897,5,2,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1896,4,4,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1895,5,2,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1894,6,3,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1893,3,1,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1892,4,2,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1891,1,1,1,(Insufficient Major Opponents),Grinnell College
Grinnell,1890,1,1,NA,(Insufficient Major Opponents),Grinnell College
Grinnell,1889,1,0,NA,(Insufficient Major Opponents),Grinnell College
Hardin-Simmons,2023,9,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2022,9,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2021,9,1,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2020,0,0,NA,(Did not play due to the pandemic),Hardin-Simmons University
Hardin-Simmons,2019,8,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2018,9,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2017,9,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2016,9,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2015,9,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2014,6,3,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2013,4,6,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2012,6,4,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2011,6,4,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2010,8,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2009,6,4,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2008,9,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2007,6,4,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2006,8,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2005,8,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2004,10,1,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2003,8,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2002,8,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2001,7,1,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,2000,12,1,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,1999,9,0,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,1998,9,1,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,1997,7,3,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,1996,8,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,1995,8,1,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,1994,8,3,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,1993,10,3,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,1992,10,2,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,1991,5,5,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,1990,3,6,NA,(Div III play not counted),Hardin-Simmons University
Hardin-Simmons,1963,2,6,1,,Hardin-Simmons University
Hardin-Simmons,1962,1,9,NA,,Hardin-Simmons University
Hardin-Simmons,1961,0,10,NA,,Hardin-Simmons University
Hardin-Simmons,1960,0,10,NA,,Hardin-Simmons University
Hardin-Simmons,1959,3,7,NA,,Hardin-Simmons University
Hardin-Simmons,1958,6,5,NA,,Hardin-Simmons University
Hardin-Simmons,1957,5,5,NA,,Hardin-Simmons University
Hardin-Simmons,1956,4,6,NA,,Hardin-Simmons University
Hardin-Simmons,1955,5,5,NA,,Hardin-Simmons University
Hardin-Simmons,1954,4,6,NA,,Hardin-Simmons University
Hardin-Simmons,1953,6,5,NA,,Hardin-Simmons University
Hardin-Simmons,1952,5,3,2,,Hardin-Simmons University
Hardin-Simmons,1951,6,6,NA,,Hardin-Simmons University
Hardin-Simmons,1950,5,5,NA,,Hardin-Simmons University
Hardin-Simmons,1949,6,4,1,,Hardin-Simmons University
Hardin-Simmons,1948,6,2,3,,Hardin-Simmons University
Hardin-Simmons,1947,8,3,NA,,Hardin-Simmons University
Hardin-Simmons,1946,11,0,NA,,Hardin-Simmons University
Hardin-Simmons,1942,9,1,1,,Hardin-Simmons University
Hardin-Simmons,1941,7,3,1,,Hardin-Simmons University
Hardin-Simmons,1940,9,0,NA,,Hardin-Simmons University
Hardin-Simmons,1939,7,1,1,,Hardin-Simmons University
Hardin-Simmons,1938,8,2,NA,,Hardin-Simmons University
Hardin-Simmons,1937,8,0,1,,Hardin-Simmons University
Hardin-Simmons,1936,9,2,NA,,Hardin-Simmons University
Hardin-Simmons,1935,6,3,1,,Hardin-Simmons University
Hardin-Simmons,1934,3,5,2,,Hardin-Simmons University
Hardin-Simmons,1933,3,6,1,,Hardin-Simmons University
Hardin-Simmons,1932,4,5,1,,Hardin-Simmons University
Hardin-Simmons,1931,6,5,NA,,Hardin-Simmons University
Hardin-Simmons,1930,5,1,3,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1929,6,3,1,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1928,6,6,1,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1927,5,3,2,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1926,6,1,3,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1925,8,2,NA,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1924,2,6,1,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1923,3,5,3,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1922,5,3,1,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1921,6,4,NA,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1920,2,6,1,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1919,5,3,NA,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1918,0,2,NA,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1917,0,6,NA,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1909,7,1,NA,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1908,5,2,NA,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1907,2,1,2,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1906,2,0,1,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1905,1,2,1,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1904,0,1,NA,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1898,0,2,NA,(Insufficient Major Opponents),Hardin-Simmons University
Hardin-Simmons,1897,1,0,NA,(Insufficient Major Opponents),Hardin-Simmons University
Harvard,2023,8,2,NA,(I-AA play not counted),Harvard University
Harvard,2022,6,4,NA,(I-AA play not counted),Harvard University
Harvard,2021,8,2,NA,(I-AA play not counted),Harvard University
Harvard,2020,0,0,NA,(Did not play due to the pandemic),Harvard University
Harvard,2019,4,6,NA,(I-AA play not counted),Harvard University
Harvard,2018,6,4,NA,(I-AA play not counted),Harvard University
Harvard,2017,5,5,NA,(I-AA play not counted),Harvard University
Harvard,2016,7,3,NA,(I-AA play not counted),Harvard University
Harvard,2015,9,1,NA,(I-AA play not counted),Harvard University
Harvard,2014,10,0,NA,(I-AA play not counted),Harvard University
Harvard,2013,9,1,NA,(I-AA play not counted),Harvard University
Harvard,2012,8,2,NA,(I-AA play not counted),Harvard University
Harvard,2011,9,1,NA,(I-AA play not counted),Harvard University
Harvard,2010,7,3,NA,(I-AA play not counted),Harvard University
Harvard,2009,7,3,NA,(I-AA play not counted),Harvard University
Harvard,2008,9,1,NA,(I-AA play not counted),Harvard University
Harvard,2007,8,2,NA,(I-AA play not counted),Harvard University
Harvard,2006,7,3,NA,(I-AA play not counted),Harvard University
Harvard,2005,7,3,NA,(I-AA play not counted),Harvard University
Harvard,2004,10,0,NA,(I-AA play not counted),Harvard University
Harvard,2003,7,3,NA,(I-AA play not counted),Harvard University
Harvard,2002,7,3,NA,(I-AA play not counted),Harvard University
Harvard,2001,9,0,NA,(I-AA play not counted),Harvard University
Harvard,2000,5,5,NA,(I-AA play not counted),Harvard University
Harvard,1999,5,5,NA,(I-AA play not counted),Harvard University
Harvard,1998,4,6,NA,(I-AA play not counted),Harvard University
Harvard,1997,9,1,NA,(I-AA play not counted),Harvard University
Harvard,1996,4,6,NA,(I-AA play not counted),Harvard University
Harvard,1995,2,8,NA,(I-AA play not counted),Harvard University
Harvard,1994,4,6,NA,(I-AA play not counted),Harvard University
Harvard,1993,3,7,NA,(I-AA play not counted),Harvard University
Harvard,1992,3,7,NA,(I-AA play not counted),Harvard University
Harvard,1991,4,5,1,(I-AA play not counted),Harvard University
Harvard,1990,5,5,NA,(I-AA play not counted),Harvard University
Harvard,1989,5,5,NA,(I-AA play not counted),Harvard University
Harvard,1988,2,8,NA,(I-AA play not counted),Harvard University
Harvard,1987,8,2,NA,(I-AA play not counted),Harvard University
Harvard,1986,3,7,NA,(I-AA play not counted),Harvard University
Harvard,1985,7,3,NA,(I-AA play not counted),Harvard University
Harvard,1984,5,4,NA,(I-AA play not counted),Harvard University
Harvard,1983,6,2,2,(I-AA play not counted),Harvard University
Harvard,1982,7,3,NA,(I-AA play not counted),Harvard University
Harvard,1981,5,4,1,,Harvard University
Harvard,1980,7,3,NA,,Harvard University
Harvard,1979,3,6,NA,,Harvard University
Harvard,1978,4,4,1,,Harvard University
Harvard,1977,4,5,NA,,Harvard University
Harvard,1976,6,3,NA,,Harvard University
Harvard,1975,7,2,NA,,Harvard University
Harvard,1974,7,2,NA,,Harvard University
Harvard,1973,7,2,NA,,Harvard University
Harvard,1972,4,4,1,,Harvard University
Harvard,1971,5,4,NA,,Harvard University
Harvard,1970,7,2,NA,,Harvard University
Harvard,1969,3,6,NA,,Harvard University
Harvard,1968,8,0,1,,Harvard University
Harvard,1967,6,3,NA,,Harvard University
Harvard,1966,8,1,NA,,Harvard University
Harvard,1965,5,2,2,,Harvard University
Harvard,1964,6,3,NA,,Harvard University
Harvard,1963,5,2,2,,Harvard University
Harvard,1962,6,3,NA,,Harvard University
Harvard,1961,6,3,NA,,Harvard University
Harvard,1960,5,4,NA,,Harvard University
Harvard,1959,6,3,NA,,Harvard University
Harvard,1958,4,5,NA,,Harvard University
Harvard,1957,3,5,NA,,Harvard University
Harvard,1956,2,6,NA,,Harvard University
Harvard,1955,3,4,1,,Harvard University
Harvard,1954,4,3,1,,Harvard University
Harvard,1953,6,2,NA,,Harvard University
Harvard,1952,5,4,NA,,Harvard University
Harvard,1951,3,5,1,,Harvard University
Harvard,1950,1,7,NA,,Harvard University
Harvard,1949,1,8,NA,,Harvard University
Harvard,1948,4,4,NA,,Harvard University
Harvard,1947,4,5,NA,,Harvard University
Harvard,1946,7,2,NA,,Harvard University
Harvard,1945,5,3,NA,,Harvard University
Harvard,1944,5,1,NA,,Harvard University
Harvard,1943,2,2,1,,Harvard University
Harvard,1942,2,6,1,,Harvard University
Harvard,1941,5,2,1,,Harvard University
Harvard,1940,3,2,3,,Harvard University
Harvard,1939,4,4,NA,,Harvard University
Harvard,1938,4,4,NA,,Harvard University
Harvard,1937,5,2,1,,Harvard University
Harvard,1936,3,4,1,,Harvard University
Harvard,1935,3,5,NA,,Harvard University
Harvard,1934,3,5,NA,,Harvard University
Harvard,1933,5,2,1,,Harvard University
Harvard,1932,5,3,NA,,Harvard University
Harvard,1931,7,1,NA,,Harvard University
Harvard,1930,4,4,1,,Harvard University
Harvard,1929,5,2,1,,Harvard University
Harvard,1928,5,2,1,,Harvard University
Harvard,1927,4,4,NA,,Harvard University
Harvard,1926,3,5,NA,,Harvard University
Harvard,1925,4,3,1,,Harvard University
Harvard,1924,4,4,NA,,Harvard University
Harvard,1923,4,3,1,,Harvard University
Harvard,1922,7,2,NA,,Harvard University
Harvard,1921,7,2,1,,Harvard University
Harvard,1920,8,0,1,,Harvard University
Harvard,1919,9,0,1,,Harvard University
Harvard,1918,2,1,NA,,Harvard University
Harvard,1917,3,1,3,,Harvard University
Harvard,1916,7,3,NA,,Harvard University
Harvard,1915,8,1,NA,,Harvard University
Harvard,1914,7,0,2,,Harvard University
Harvard,1913,9,0,NA,,Harvard University
Harvard,1912,9,0,NA,,Harvard University
Harvard,1911,6,2,1,,Harvard University
Harvard,1910,8,0,1,,Harvard University
Harvard,1909,8,1,NA,,Harvard University
Harvard,1908,9,0,1,,Harvard University
Harvard,1907,7,3,NA,,Harvard University
Harvard,1906,10,1,NA,,Harvard University
Harvard,1905,8,2,1,,Harvard University
Harvard,1904,7,2,1,,Harvard University
Harvard,1903,9,3,NA,,Harvard University
Harvard,1902,11,1,NA,,Harvard University
Harvard,1901,12,0,NA,,Harvard University
Harvard,1900,10,1,NA,,Harvard University
Harvard,1899,10,0,1,,Harvard University
Harvard,1898,11,0,NA,,Harvard University
Harvard,1897,10,1,1,,Harvard University
Harvard,1896,7,4,NA,,Harvard University
Harvard,1895,8,2,1,,Harvard University
Harvard,1894,11,2,NA,,Harvard University
Harvard,1893,12,1,NA,,Harvard University
Harvard,1892,10,1,NA,,Harvard University
Harvard,1891,13,1,NA,,Harvard University
Harvard,1890,11,0,NA,,Harvard University
Harvard,1889,9,2,NA,,Harvard University
Harvard,1888,12,1,NA,,Harvard University
Harvard,1887,10,1,NA,,Harvard University
Harvard,1886,12,2,NA,,Harvard University
Harvard,1884,7,4,NA,,Harvard University
Harvard,1883,8,2,NA,,Harvard University
Harvard,1882,7,1,NA,,Harvard University
Harvard,1881,6,1,1,,Harvard University
Harvard,1880,2,2,2,,Harvard University
Harvard,1879,2,1,2,,Harvard University
Harvard,1878,1,2,NA,,Harvard University
Harvard,1877,3,1,NA,,Harvard University
Harvard,1876,3,1,NA,,Harvard University
Harvard,1875,4,0,NA,,Harvard University
Harvard,1874,2,1,1,,Harvard University
Haskell,1946,0,3,NA,,NA
Haskell,1938,2,6,NA,(Insufficient Major Opponents),NA
Haskell,1937,2,7,NA,(Insufficient Major Opponents),NA
Haskell,1936,1,6,1,(Insufficient Major Opponents),NA
Haskell,1935,0,9,1,,NA
Haskell,1934,3,6,1,,NA
Haskell,1933,2,6,3,,NA
Haskell,1932,2,5,1,,NA
Haskell,1931,5,7,NA,,NA
Haskell,1930,10,1,NA,,NA
Haskell,1929,9,2,NA,,NA
Haskell,1928,5,5,NA,,NA
Haskell,1927,5,4,1,,NA
Haskell,1926,12,0,1,,NA
Haskell,1925,9,3,1,,NA
Haskell,1924,7,2,1,,NA
Haskell,1923,10,2,1,,NA
Haskell,1922,7,2,NA,,NA
Haskell,1921,5,4,NA,,NA
Haskell,1920,7,2,1,,NA
Haskell,1919,8,2,1,,NA
Haskell,1918,0,4,NA,,NA
Haskell,1917,6,5,NA,,NA
Haskell,1916,3,6,NA,,NA
Haskell,1915,5,5,NA,,NA
Haskell,1914,7,4,NA,,NA
Haskell,1913,10,2,NA,,NA
Haskell,1912,5,4,NA,,NA
Haskell,1911,2,2,3,,NA
Haskell,1910,1,7,NA,,NA
Haskell,1909,4,2,NA,,NA
Haskell,1908,3,6,1,,NA
Haskell,1907,1,6,1,,NA
Haskell,1906,0,5,NA,,NA
Haskell,1905,3,5,NA,,NA
Haskell,1904,8,1,NA,,NA
Haskell,1903,7,3,NA,,NA
Haskell,1902,8,5,1,,NA
Haskell,1901,7,2,NA,,NA
Haskell,1900,9,1,NA,,NA
Haskell,1899,4,5,NA,,NA
Haskell,1898,2,6,NA,,NA
Haskell,1897,0,4,NA,,NA
Haskell,1896,0,2,NA,,NA
Hawaii,2023,5,8,NA,,University of Hawaii at Manoa
Hawaii,2022,3,10,NA,,University of Hawaii at Manoa
Hawaii,2021,6,7,NA,,University of Hawaii at Manoa
Hawaii,2020,5,4,NA,,University of Hawaii at Manoa
Hawaii,2019,10,5,NA,,University of Hawaii at Manoa
Hawaii,2018,8,6,NA,,University of Hawaii at Manoa
Hawaii,2017,3,9,NA,,University of Hawaii at Manoa
Hawaii,2016,7,7,NA,,University of Hawaii at Manoa
Hawaii,2015,3,10,NA,,University of Hawaii at Manoa
Hawaii,2014,4,9,NA,,University of Hawaii at Manoa
Hawaii,2013,1,11,NA,,University of Hawaii at Manoa
Hawaii,2012,3,9,NA,,University of Hawaii at Manoa
Hawaii,2011,6,7,NA,,University of Hawaii at Manoa
Hawaii,2010,10,4,NA,,University of Hawaii at Manoa
Hawaii,2009,6,7,NA,,University of Hawaii at Manoa
Hawaii,2008,7,7,NA,,University of Hawaii at Manoa
Hawaii,2007,12,1,NA,,University of Hawaii at Manoa
Hawaii,2006,11,3,NA,,University of Hawaii at Manoa
Hawaii,2005,5,7,NA,,University of Hawaii at Manoa
Hawaii,2004,8,5,NA,,University of Hawaii at Manoa
Hawaii,2003,9,5,NA,,University of Hawaii at Manoa
Hawaii,2002,10,4,NA,,University of Hawaii at Manoa
Hawaii,2001,9,3,NA,,University of Hawaii at Manoa
Hawaii,2000,3,9,NA,,University of Hawaii at Manoa
Hawaii,1999,9,4,NA,,University of Hawaii at Manoa
Hawaii,1998,0,12,NA,,University of Hawaii at Manoa
Hawaii,1997,3,9,NA,,University of Hawaii at Manoa
Hawaii,1996,2,10,NA,,University of Hawaii at Manoa
Hawaii,1995,4,8,NA,,University of Hawaii at Manoa
Hawaii,1994,2,8,1,,University of Hawaii at Manoa
Hawaii,1993,6,6,NA,,University of Hawaii at Manoa
Hawaii,1992,11,2,NA,,University of Hawaii at Manoa
Hawaii,1991,4,7,1,,University of Hawaii at Manoa
Hawaii,1990,7,5,NA,,University of Hawaii at Manoa
Hawaii,1989,9,3,1,,University of Hawaii at Manoa
Hawaii,1988,9,3,NA,,University of Hawaii at Manoa
Hawaii,1987,5,7,NA,,University of Hawaii at Manoa
Hawaii,1986,6,6,NA,,University of Hawaii at Manoa
Hawaii,1985,4,6,2,,University of Hawaii at Manoa
Hawaii,1984,7,4,NA,,University of Hawaii at Manoa
Hawaii,1983,5,5,1,,University of Hawaii at Manoa
Hawaii,1982,6,5,NA,,University of Hawaii at Manoa
Hawaii,1981,9,2,NA,,University of Hawaii at Manoa
Hawaii,1980,8,3,NA,,University of Hawaii at Manoa
Hawaii,1979,6,5,NA,,University of Hawaii at Manoa
Hawaii,1978,6,5,NA,,University of Hawaii at Manoa
Hawaii,1977,5,6,NA,,University of Hawaii at Manoa
Hawaii,1976,3,8,NA,,University of Hawaii at Manoa
Hawaii,1975,6,5,NA,,University of Hawaii at Manoa
Hawaii,1974,6,5,NA,,University of Hawaii at Manoa
Hawaii,1973,9,2,NA,,University of Hawaii at Manoa
Hawaii,1972,8,3,NA,,University of Hawaii at Manoa
Hawaii,1971,7,4,NA,,University of Hawaii at Manoa
Hawaii,1970,9,2,NA,,University of Hawaii at Manoa
Hawaii,1969,6,3,1,,University of Hawaii at Manoa
Hawaii,1968,7,3,NA,,University of Hawaii at Manoa
Hawaii,1967,6,4,NA,,University of Hawaii at Manoa
Hawaii,1966,4,6,NA,,University of Hawaii at Manoa
Hawaii,1965,1,8,1,,University of Hawaii at Manoa
Hawaii,1964,4,5,NA,,University of Hawaii at Manoa
Hawaii,1963,5,5,NA,,University of Hawaii at Manoa
Hawaii,1962,6,2,NA,,University of Hawaii at Manoa
Hawaii,1961,5,3,1,,University of Hawaii at Manoa
Hawaii,1960,3,7,NA,,University of Hawaii at Manoa
Hawaii,1959,3,6,NA,,University of Hawaii at Manoa
Hawaii,1958,5,7,NA,,University of Hawaii at Manoa
Hawaii,1957,4,4,1,,University of Hawaii at Manoa
Hawaii,1956,7,3,NA,,University of Hawaii at Manoa
Hawaii,1955,7,4,NA,,University of Hawaii at Manoa
Hawaii,1954,4,4,NA,,University of Hawaii at Manoa
Hawaii,1953,5,6,NA,,University of Hawaii at Manoa
Hawaii,1952,5,5,2,,University of Hawaii at Manoa
Hawaii,1951,4,7,NA,,University of Hawaii at Manoa
Hawaii,1950,5,4,2,,University of Hawaii at Manoa
Hawaii,1949,6,3,NA,,University of Hawaii at Manoa
Hawaii,1948,7,4,1,,University of Hawaii at Manoa
Hawaii,1947,8,5,NA,,University of Hawaii at Manoa
Hawaii,1946,8,2,NA,,University of Hawaii at Manoa
Hawaii,1941,8,1,NA,,University of Hawaii at Manoa
Hawaii,1940,2,5,NA,,University of Hawaii at Manoa
Hawaii,1939,3,6,NA,,University of Hawaii at Manoa
Hawaii,1938,4,4,NA,,University of Hawaii at Manoa
Hawaii,1937,2,6,NA,,University of Hawaii at Manoa
Hawaii,1936,3,5,NA,,University of Hawaii at Manoa
Hawaii,1935,5,3,NA,,University of Hawaii at Manoa
Hawaii,1934,6,0,NA,,University of Hawaii at Manoa
Hawaii,1933,4,3,NA,,University of Hawaii at Manoa
Hawaii,1932,2,1,1,,University of Hawaii at Manoa
Hawaii,1931,3,2,1,,University of Hawaii at Manoa
Hawaii,1930,5,2,NA,,University of Hawaii at Manoa
Hawaii,1929,4,3,NA,,University of Hawaii at Manoa
Hawaii,1928,2,5,NA,,University of Hawaii at Manoa
Hawaii,1927,5,2,NA,,University of Hawaii at Manoa
Hawaii,1926,5,4,NA,,University of Hawaii at Manoa
Hawaii,1925,10,0,NA,,University of Hawaii at Manoa
Hawaii,1924,8,0,NA,,University of Hawaii at Manoa
Hawaii,1923,5,1,2,,University of Hawaii at Manoa
Hawaii,1922,5,1,1,,University of Hawaii at Manoa
Hawaii,1921,3,3,2,,University of Hawaii at Manoa
Hawaii,1920,6,2,NA,,University of Hawaii at Manoa
Hawaii,1919,4,0,1,,University of Hawaii at Manoa
Hawaii,1918,3,1,NA,,University of Hawaii at Manoa
Hawaii,1917,4,0,1,,University of Hawaii at Manoa
Hawaii,1916,3,2,1,,University of Hawaii at Manoa
Hawaii,1915,5,1,1,,University of Hawaii at Manoa
Hawaii,1911,2,2,NA,,University of Hawaii at Manoa
Hawaii,1910,4,2,NA,,University of Hawaii at Manoa
Hawaii,1909,2,2,NA,,University of Hawaii at Manoa
Holy_Cross,2023,7,4,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2022,12,1,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2021,10,3,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2020,0,0,NA,(Did not play due to the pandemic),College of the Holy Cross
Holy_Cross,2019,7,6,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2018,5,6,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2017,4,7,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2016,4,7,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2015,6,5,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2014,4,8,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2013,3,9,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2012,2,9,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2011,6,5,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2010,6,5,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2009,9,3,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2008,7,4,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2007,7,4,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2006,7,4,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2005,6,5,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2004,3,8,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2003,1,11,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2002,4,8,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2001,4,6,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,2000,7,4,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1999,3,8,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1998,2,9,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1997,3,8,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1996,2,9,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1995,2,9,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1994,3,8,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1993,3,8,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1992,6,5,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1991,11,0,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1990,9,1,1,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1989,10,1,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1988,9,2,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1987,11,0,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1986,10,1,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1985,4,6,1,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1984,8,3,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1983,9,2,1,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1982,8,3,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1981,6,5,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1980,3,8,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1979,5,6,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1978,7,4,NA,(I-AA play not counted),College of the Holy Cross
Holy_Cross,1977,2,9,NA,,College of the Holy Cross
Holy_Cross,1976,3,8,NA,,College of the Holy Cross
Holy_Cross,1975,1,10,NA,,College of the Holy Cross
Holy_Cross,1974,5,5,1,,College of the Holy Cross
Holy_Cross,1973,5,6,NA,,College of the Holy Cross
Holy_Cross,1972,5,4,1,,College of the Holy Cross
Holy_Cross,1971,4,6,NA,,College of the Holy Cross
Holy_Cross,1970,0,10,1,,College of the Holy Cross
Holy_Cross,1969,0,2,NA,,College of the Holy Cross
Holy_Cross,1968,3,6,1,,College of the Holy Cross
Holy_Cross,1967,5,5,NA,,College of the Holy Cross
Holy_Cross,1966,6,3,1,,College of the Holy Cross
Holy_Cross,1965,2,7,1,,College of the Holy Cross
