team,year,won,lost,tied,notes,scorecard_name
Marshall,1999,13,0,NA,,Marshall University
Marshall,1998,12,1,NA,,Marshall University
Marshall,1997,10,3,NA,,Marshall University
Marshall,1996,15,0,NA,(I-AA play not counted),Marshall University
Marshall,1995,9,2,NA,(I-AA play not counted),Marshall University
Marshall,1994,10,1,NA,(I-AA play not counted),Marshall University
Marshall,1993,11,4,NA,(I-AA play not counted),Marshall University
Marshall,1992,12,3,NA,(I-AA play not counted),Marshall University
Marshall,1991,11,4,NA,(I-AA play not counted),Marshall University
Marshall,1990,6,5,NA,(I-AA play not counted),Marshall University
Marshall,1989,6,5,NA,(I-AA play not counted),Marshall University
Marshall,1988,11,2,NA,(I-AA play not counted),Marshall University
Marshall,1987,10,5,NA,(I-AA play not counted),Marshall University
Marshall,1986,6,4,1,(I-AA play not counted),Marshall University
Marshall,1985,7,3,1,(I-AA play not counted),Marshall University
Marshall,1984,6,5,NA,(I-AA play not counted),Marshall University
Marshall,1983,4,7,NA,(I-AA play not counted),Marshall University
Marshall,1982,3,8,NA,(I-AA play not counted),Marshall University
Marshall,1981,2,9,NA,(I-AA play not counted),Marshall University
Marshall,1980,2,8,1,(I-AA play not counted),Marshall University
Marshall,1979,1,10,NA,,Marshall University
Marshall,1978,1,10,NA,,Marshall University
Marshall,1977,2,9,NA,,Marshall University
Marshall,1976,4,7,NA,,Marshall University
Marshall,1975,2,9,NA,,Marshall University
Marshall,1974,1,10,NA,,Marshall University
Marshall,1973,4,7,NA,,Marshall University
Marshall,1972,2,8,NA,,Marshall University
Marshall,1971,2,8,NA,,Marshall University
Marshall,1970,3,6,NA,,Marshall University
Marshall,1969,3,7,NA,,Marshall University
Marshall,1968,0,9,1,,Marshall University
Marshall,1967,0,10,NA,,Marshall University
Marshall,1966,2,8,NA,,Marshall University
Marshall,1965,5,5,NA,,Marshall University
Marshall,1964,7,3,NA,,Marshall University
Marshall,1963,5,4,1,,Marshall University
Marshall,1962,4,6,NA,,Marshall University
Marshall,1961,2,7,1,,Marshall University
Marshall,1960,2,7,1,,Marshall University
Marshall,1959,1,8,NA,,Marshall University
Marshall,1958,3,6,NA,,Marshall University
Marshall,1957,6,3,NA,,Marshall University
Marshall,1956,3,6,NA,,Marshall University
Marshall,1955,3,6,NA,,Marshall University
Marshall,1954,4,5,NA,,Marshall University
Marshall,1953,2,5,2,,Marshall University
Marshall,1952,2,7,2,,Marshall University
Marshall,1951,5,5,1,,Marshall University
Marshall,1950,2,8,NA,,Marshall University
Marshall,1949,6,4,NA,,Marshall University
Marshall,1948,2,7,1,,Marshall University
Marshall,1947,9,3,NA,,Marshall University
Marshall,1946,2,7,1,,Marshall University
Marshall,1942,1,7,1,,Marshall University
Marshall,1941,7,1,NA,,Marshall University
Marshall,1940,8,2,NA,,Marshall University
Marshall,1939,9,2,NA,,Marshall University
Marshall,1938,5,4,NA,,Marshall University
Marshall,1937,9,0,1,,Marshall University
Marshall,1936,6,3,1,,Marshall University
Marshall,1935,4,6,NA,,Marshall University
Marshall,1934,3,6,NA,,Marshall University
Marshall,1933,3,5,1,,Marshall University
Marshall,1932,6,2,1,,Marshall University
Marshall,1931,6,3,NA,,Marshall University
Marshall,1930,3,5,1,,Marshall University
Marshall,1929,5,3,1,,Marshall University
Marshall,1928,8,1,1,,Marshall University
Marshall,1927,5,3,1,,Marshall University
Marshall,1926,5,4,1,,Marshall University
Marshall,1925,4,1,4,,Marshall University
Marshall,1924,4,3,1,,Marshall University
Marshall,1923,1,7,NA,,Marshall University
Marshall,1922,5,4,NA,,Marshall University
Marshall,1921,6,2,1,,Marshall University
Marshall,1920,0,8,NA,,Marshall University
Marshall,1919,8,0,NA,,Marshall University
Marshall,1917,1,7,1,,Marshall University
Marshall,1916,7,2,1,,Marshall University
Marshall,1915,1,8,NA,,Marshall University
Marshall,1914,4,5,NA,,Marshall University
Marshall,1913,5,4,NA,,Marshall University
Marshall,1912,3,4,NA,,Marshall University
Marshall,1911,4,1,1,,Marshall University
Marshall,1910,4,2,1,,Marshall University
Marshall,1909,2,2,1,,Marshall University
Marshall,1908,2,3,1,,Marshall University
Marshall,1907,3,2,1,,Marshall University
Marshall,1906,4,0,1,,Marshall University
Marshall,1905,5,2,NA,,Marshall University
Marshall,1904,3,2,4,,Marshall University
Marshall,1903,2,2,NA,,Marshall University
Marshall,1902,2,2,2,,Marshall University
Marshall,1901,2,0,1,,Marshall University
Marshall,1898,4,1,NA,,Marshall University
Marshall,1897,0,3,NA,,Marshall University
Marshall,1895,0,1,1,,Marshall University
Maryland,2023,8,5,NA,,University of Maryland-College Park
Maryland,2022,8,5,NA,,University of Maryland-College Park
Maryland,2021,7,6,NA,,University of Maryland-College Park
Maryland,2020,2,3,NA,,University of Maryland-College Park
Maryland,2019,3,9,NA,,University of Maryland-College Park
Maryland,2018,5,7,NA,,University of Maryland-College Park
Maryland,2017,4,8,NA,,University of Maryland-College Park
Maryland,2016,6,7,NA,,University of Maryland-College Park
Maryland,2015,3,9,NA,,University of Maryland-College Park
Maryland,2014,7,6,NA,,University of Maryland-College Park
Maryland,2013,7,6,NA,,University of Maryland-College Park
Maryland,2012,4,8,NA,,University of Maryland-College Park
Maryland,2011,2,10,NA,,University of Maryland-College Park
Maryland,2010,9,4,NA,,University of Maryland-College Park
Maryland,2009,2,10,NA,,University of Maryland-College Park
Maryland,2008,8,5,NA,,University of Maryland-College Park
Maryland,2007,6,7,NA,,University of Maryland-College Park
Maryland,2006,9,4,NA,,University of Maryland-College Park
Maryland,2005,5,6,NA,,University of Maryland-College Park
Maryland,2004,5,6,NA,,University of Maryland-College Park
Maryland,2003,10,3,NA,,University of Maryland-College Park
Maryland,2002,11,3,NA,,University of Maryland-College Park
Maryland,2001,10,2,NA,,University of Maryland-College Park
Maryland,2000,5,6,NA,,University of Maryland-College Park
Maryland,1999,5,6,NA,,University of Maryland-College Park
Maryland,1998,3,8,NA,,University of Maryland-College Park
Maryland,1997,2,9,NA,,University of Maryland-College Park
Maryland,1996,5,6,NA,,University of Maryland-College Park
Maryland,1995,6,5,NA,,University of Maryland-College Park
Maryland,1994,4,7,NA,,University of Maryland-College Park
Maryland,1993,2,9,NA,,University of Maryland-College Park
Maryland,1992,3,8,NA,,University of Maryland-College Park
Maryland,1991,2,9,NA,,University of Maryland-College Park
Maryland,1990,6,5,1,,University of Maryland-College Park
Maryland,1989,3,7,1,,University of Maryland-College Park
Maryland,1988,5,6,NA,,University of Maryland-College Park
Maryland,1987,4,7,NA,,University of Maryland-College Park
Maryland,1986,5,5,1,,University of Maryland-College Park
Maryland,1985,9,3,NA,,University of Maryland-College Park
Maryland,1984,9,3,NA,,University of Maryland-College Park
Maryland,1983,8,4,NA,,University of Maryland-College Park
Maryland,1982,8,4,NA,,University of Maryland-College Park
Maryland,1981,4,6,1,,University of Maryland-College Park
Maryland,1980,8,4,NA,,University of Maryland-College Park
Maryland,1979,7,4,NA,,University of Maryland-College Park
Maryland,1978,9,3,NA,,University of Maryland-College Park
Maryland,1977,8,4,NA,,University of Maryland-College Park
Maryland,1976,11,1,NA,,University of Maryland-College Park
Maryland,1975,9,2,1,,University of Maryland-College Park
Maryland,1974,8,4,NA,,University of Maryland-College Park
Maryland,1973,8,4,NA,,University of Maryland-College Park
Maryland,1972,5,5,1,,University of Maryland-College Park
Maryland,1971,2,9,NA,,University of Maryland-College Park
Maryland,1970,2,9,NA,,University of Maryland-College Park
Maryland,1969,3,7,NA,,University of Maryland-College Park
Maryland,1968,2,8,NA,,University of Maryland-College Park
Maryland,1967,0,9,NA,,University of Maryland-College Park
Maryland,1966,4,6,NA,,University of Maryland-College Park
Maryland,1965,4,6,NA,,University of Maryland-College Park
Maryland,1964,5,5,NA,,University of Maryland-College Park
Maryland,1963,3,7,NA,,University of Maryland-College Park
Maryland,1962,6,4,NA,,University of Maryland-College Park
Maryland,1961,7,3,NA,,University of Maryland-College Park
Maryland,1960,6,4,NA,,University of Maryland-College Park
Maryland,1959,5,5,NA,,University of Maryland-College Park
Maryland,1958,4,6,NA,,University of Maryland-College Park
Maryland,1957,5,5,NA,,University of Maryland-College Park
Maryland,1956,2,7,1,,University of Maryland-College Park
Maryland,1955,10,1,NA,,University of Maryland-College Park
Maryland,1954,7,2,1,,University of Maryland-College Park
Maryland,1953,10,1,NA,,University of Maryland-College Park
Maryland,1952,7,2,NA,,University of Maryland-College Park
Maryland,1951,10,0,NA,,University of Maryland-College Park
Maryland,1950,7,2,1,,University of Maryland-College Park
Maryland,1949,9,1,NA,,University of Maryland-College Park
Maryland,1948,6,4,NA,,University of Maryland-College Park
Maryland,1947,7,2,2,,University of Maryland-College Park
Maryland,1946,3,6,NA,,University of Maryland-College Park
Maryland,1945,6,2,1,,University of Maryland-College Park
Maryland,1944,1,7,1,,University of Maryland-College Park
Maryland,1943,4,5,NA,,University of Maryland-College Park
Maryland,1942,7,2,NA,,University of Maryland-College Park
Maryland,1941,3,5,1,,University of Maryland-College Park
Maryland,1940,2,6,1,,University of Maryland-College Park
Maryland,1939,2,7,NA,,University of Maryland-College Park
Maryland,1938,2,7,NA,,University of Maryland-College Park
Maryland,1937,8,2,NA,,University of Maryland-College Park
Maryland,1936,6,5,NA,,University of Maryland-College Park
Maryland,1935,7,2,2,,University of Maryland-College Park
Maryland,1934,7,3,NA,,University of Maryland-College Park
Maryland,1933,3,7,NA,,University of Maryland-College Park
Maryland,1932,5,6,NA,,University of Maryland-College Park
Maryland,1931,9,1,1,,University of Maryland-College Park
Maryland,1930,7,5,NA,,University of Maryland-College Park
Maryland,1929,4,4,2,,University of Maryland-College Park
Maryland,1928,6,3,1,,University of Maryland-College Park
Maryland,1927,4,7,NA,,University of Maryland-College Park
Maryland,1926,5,4,1,,University of Maryland-College Park
Maryland,1925,2,5,1,,University of Maryland-College Park
Maryland,1924,3,3,3,,University of Maryland-College Park
Maryland,1923,7,2,1,,University of Maryland-College Park
Maryland,1922,4,5,1,,University of Maryland-College Park
Maryland,1921,3,5,1,,University of Maryland-College Park
Maryland,1920,7,2,NA,,University of Maryland-College Park
Maryland,1919,5,4,NA,,University of Maryland-College Park
Maryland,1918,4,1,1,,University of Maryland-College Park
Maryland,1917,3,4,1,,University of Maryland-College Park
Maryland,1916,6,2,NA,,University of Maryland-College Park
Maryland,1915,6,3,NA,,University of Maryland-College Park
Maryland,1914,5,3,NA,,University of Maryland-College Park
Maryland,1913,6,3,NA,,University of Maryland-College Park
Maryland,1912,6,1,1,,University of Maryland-College Park
Maryland,1911,4,4,2,,University of Maryland-College Park
Maryland,1910,4,3,1,,University of Maryland-College Park
Maryland,1909,2,5,NA,,University of Maryland-College Park
Maryland,1908,3,8,NA,,University of Maryland-College Park
Maryland,1907,3,6,NA,,University of Maryland-College Park
Maryland,1906,5,3,NA,,University of Maryland-College Park
Maryland,1905,6,4,NA,,University of Maryland-College Park
Maryland,1904,2,4,2,,University of Maryland-College Park
Maryland,1903,7,4,NA,,University of Maryland-College Park
Maryland,1902,3,5,2,,University of Maryland-College Park
Maryland,1901,1,7,NA,,University of Maryland-College Park
Maryland,1900,3,4,1,,University of Maryland-College Park
Maryland,1899,1,4,NA,,University of Maryland-College Park
Maryland,1898,2,5,NA,,University of Maryland-College Park
Maryland,1897,2,4,NA,,University of Maryland-College Park
Maryland,1896,6,2,2,,University of Maryland-College Park
Maryland,1894,3,3,NA,,University of Maryland-College Park
Maryland,1893,6,0,NA,,University of Maryland-College Park
Maryland,1892,0,3,NA,,University of Maryland-College Park
Memphis,2023,10,3,NA,,University of Memphis
Memphis,2022,7,6,NA,,University of Memphis
Memphis,2021,6,6,NA,,University of Memphis
Memphis,2020,8,3,NA,,University of Memphis
Memphis,2019,12,2,NA,,University of Memphis
Memphis,2018,8,6,NA,,University of Memphis
Memphis,2017,10,3,NA,,University of Memphis
Memphis,2016,8,5,NA,,University of Memphis
Memphis,2015,9,4,NA,,University of Memphis
Memphis,2014,10,3,NA,,University of Memphis
Memphis,2013,3,9,NA,,University of Memphis
