UNITID,OPEID,INSTNM,CITY,Year,UGDS,MAIN,NUMBRANCH,HIGHDEG,REGION,LOCALE,LOCALE2,CCSIZSET,PCTPELL,AVGFACSAL,PFTFAC,PRGMOFR,BOOKSUPPLY,ROOMBOARD_ON,ROOMBOARD_OFF,OTHEREXPENSE_ON,OTHEREXPENSE_OFF,ADMCON7,MDCOST_ALL,MDEARN_ALL,UGDS_WOMEN,UGDS_MEN,ADM_RATE,SAT_AVG,ACTCMMID,RET_FT4,C150_4,MD_EARN_WNE_P10,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,OPENADMP
221999,00353500,Vanderbilt University,Nashville,2020,7052,1,1,4,5,NA,NA,NA,0.1589,14538,0.8076,NA,1194,17670,NA,3022,NA,1,NA,NA,0.5133,0.4867,0.1162,1520,34,0.9613,0.9275,91565,54158,54158,0.4243,0.1105,0.1007,0.16,2
223232,00354500,Baylor University,Waco,2020,14329,1,1,4,6,NA,NA,NA,0.1695,10536,0.7248,NA,1284,13274,12318,3276,3902,3,NA,NA,0.5993,0.4007,0.6847,NA,NA,0.9064,0.7934,65793,49246,49246,0.6087,0.0527,0.1573,0.0815,2
225247,00357100,Hardin-Simmons University,Abilene,2020,1588,1,1,4,6,NA,NA,NA,0.3765,7332,0.5784,NA,800,9680,9740,3176,3176,1,NA,NA,0.5189,0.4811,0.9051,1069,21,0.6493,0.5546,54771,31364,31364,0.5479,0.1203,0.2355,0.012,2
225511,00365200,University of Houston,Houston,2020,38116,1,1,4,6,NA,NA,NA,0.4063,12444,0.8127,NA,1360,9750,9419,4064,5091,5,NA,NA,0.5061,0.4939,0.6279,1216,25,0.8595,0.6215,62377,9457,21673,0.2092,0.1017,0.3683,0.2292,2
227216,00359400,University of North Texas,Denton,2020,32814,1,1,4,6,NA,NA,NA,0.3634,10426,0.7415,NA,1000,9888,9456,3408,4812,5,NA,NA,0.5323,0.4677,0.8398,1152,24,0.8524,0.5713,57010,11090,20906,0.4116,0.1413,0.2717,0.0726,2
227757,00360400,Rice University,Houston,2020,4052,1,1,4,6,NA,NA,NA,0.1582,16378,0.8387,NA,1250,14500,14500,2700,2700,5,NA,NA,0.4773,0.5227,0.1089,1533,35,0.9666,0.9419,89718,51107,51107,0.3075,0.076,0.1604,0.2759,2
228246,00361300,Southern Methodist University,Dallas,2020,6793,1,1,4,6,NA,NA,NA,0.1073,13370,0.6844,NA,800,17110,8700,2600,2600,1,NA,NA,0.4867,0.5133,0.5267,1388,31,0.9033,0.8103,78354,58540,58540,0.6379,0.0459,0.1259,0.0805,2
228459,00361500,Texas State University,San Marcos,2020,33193,1,1,4,6,NA,NA,NA,0.3632,8480,0.7805,NA,760,10880,10210,3440,4110,1,NA,NA,0.5902,0.4098,0.8454,1104,23,0.7681,0.5506,56906,10855,22307,0.4204,0.0969,0.4057,0.0265,2
228723,00363200,Texas A & M University-College Station,College Station,2020,54942,1,2,4,6,NA,NA,NA,0.2134,12231,0.8721,NA,1222,11400,11400,6062,6062,1,NA,NA,0.4731,0.5269,0.6327,1300,29,0.9439,0.8253,72097,12783,39340,0.5817,0.0244,0.2506,0.092,2
228778,00365800,The University of Texas at Austin,Austin,2020,39624,1,1,4,6,NA,NA,NA,0.2225,13745,0.8418,NA,714,12286,12286,4480,4480,1,NA,NA,0.5571,0.4429,0.3195,1349,30,0.9665,0.8756,75121,11448,40032,0.3714,0.0448,0.2612,0.2328,2
228796,00366100,The University of Texas at El Paso,El Paso,2020,21070,1,1,4,6,NA,NA,NA,0.5731,9235,0.6956,NA,1632,9496,12192,3382,4232,2,NA,NA,0.5574,0.4426,0.9997,NA,NA,0.7721,0.4443,50923,9450,24516,0.0497,0.0226,0.8604,0.0075,2
228875,00363600,Texas Christian University,Fort Worth,2020,9689,1,1,4,6,NA,NA,NA,0.1369,12209,0.9986,NA,900,14040,14040,5228,5228,5,NA,NA,0.5922,0.4078,0.4803,1269,28,0.9168,0.8203,68424,51660,51660,0.67,0.0544,0.1586,0.0281,2
229027,01011500,The University of Texas at San Antonio,San Antonio,2020,29169,1,1,4,6,NA,NA,NA,0.4532,9721,0.7636,NA,1000,8676,10071,2636,4924,1,NA,NA,0.5127,0.4873,0.8354,1116,22,0.7754,0.4631,57131,8566,20572,0.2098,0.0838,0.5915,0.0562,2
229115,00364400,Texas Tech University,Lubbock,2020,32318,1,1,4,6,NA,NA,NA,0.2545,10454,0.8545,NA,1200,9956,9956,4400,4400,5,NA,NA,0.4829,0.5171,0.7003,1174,25,0.8749,0.6342,62454,11600,23870,0.5465,0.0623,0.293,0.0295,2
230038,00367000,Brigham Young University,Provo,2020,33376,1,1,4,7,NA,NA,NA,0.3522,11728,0.7176,NA,896,7808,7808,4920,4808,5,NA,NA,0.5068,0.4932,0.6925,1335,29,0.9164,0.7545,75790,5970,5970,0.8101,0.0038,0.073,0.0184,2
230728,00367700,Utah State University,Logan,2020,21087,1,1,4,7,NA,NA,NA,0.3151,9396,0.9692,NA,820,8016,8180,4072,4072,1,NA,NA,0.5404,0.4596,0.9104,1217,25,0.7332,0.4983,54022,8764,23452,0.8293,0.0078,0.0619,0.0103,2
230764,00367500,University of Utah,Salt Lake City,2020,23645,1,1,4,7,NA,NA,NA,0.2381,10820,0.9739,NA,1322,10201,10201,4140,4140,1,NA,NA,0.4791,0.5209,0.794,1236,26,0.8866,0.671,67170,8615,27220,0.658,0.0143,0.1409,0.0615,2
232557,02053000,Liberty University,Lynchburg,2020,47432,1,1,4,5,NA,NA,NA,0.4172,5841,0.344,NA,1299,11273,9255,6310,7290,1,NA,NA,0.5726,0.4274,0.5013,1172,25,0.8079,0.5409,44813,21587,21587,0.561,0.0982,0.0666,0.0154,2
232982,00372800,Old Dominion University,Norfolk,2020,19391,1,1,4,5,NA,NA,NA,0.3811,8855,0.9425,NA,1300,12988,12988,3000,3000,1,NA,NA,0.5612,0.4388,0.9541,1071,22,0.7638,0.5273,54914,10800,30960,0.4402,0.3193,0.0918,0.0475,2
233374,00374400,University of Richmond,University of Richmond,2020,3304,1,1,4,5,NA,NA,NA,0.1918,12012,0.6865,NA,1100,13430,13430,1060,1060,1,NA,NA,0.5342,0.4658,0.309,1394,32,0.9291,0.8796,76178,56860,56860,0.5981,0.0687,0.105,0.0678,2
233921,00375400,Virginia Polytechnic Institute and State University,Blacksburg,2020,29893,1,1,4,5,NA,NA,NA,0.1435,11654,0.9833,NA,1100,9556,9556,3350,3350,1,NA,NA,0.4304,0.5696,0.6577,1280,28,0.9291,0.8608,81698,13749,32893,0.6295,0.0487,0.0775,0.1111,2
234076,00374500,University of Virginia-Main Campus,Charlottesville,2020,17076,1,1,4,5,NA,NA,NA,0.1358,14952,0.9489,NA,1356,12350,12350,2998,2998,1,NA,NA,0.5593,0.4407,0.2258,1426,32,0.9671,0.9401,86863,18960,52843,0.5583,0.0683,0.0679,0.1602,2
234085,00375300,Virginia Military Institute,Lexington,2020,1698,1,1,3,5,NA,NA,NA,0.1466,7054,1,NA,1000,10060,NA,2150,NA,1,NA,NA,0.1296,0.8704,0.5988,1180,25,0.8031,0.854,77369,19210,47220,0.7509,0.0583,0.0836,0.0489,2
235316,00377800,Gonzaga University,Spokane,2020,4836,1,1,4,8,NA,NA,NA,0.1196,9995,0.6079,NA,1196,12951,12951,3735,3735,5,NA,NA,0.531,0.469,0.7289,1272,28,0.9222,0.8797,78892,46920,46920,0.6991,0.0134,0.1125,0.06,2
236939,00380000,Washington State University,Pullman,2020,25084,1,4,4,8,NA,NA,NA,0.2865,10282,0.781,NA,960,11848,11848,3542,3542,1,NA,NA,0.5438,0.4562,0.7995,1123,23,0.8056,0.5855,68905,12170,27113,0.6041,0.0293,0.165,0.0612,2
236948,00379800,University of Washington-Seattle Campus,Seattle,2020,31145,1,3,4,8,NA,NA,NA,0.2029,13441,0.8109,NA,900,13887,13887,2787,2787,1,NA,NA,0.5512,0.4488,0.5586,1341,30,0.9309,0.82,78466,11745,39114,0.3594,0.0323,0.0916,0.2649,2
237525,00381500,Marshall University,Huntington,2020,7594,1,1,4,5,NA,NA,NA,0.3781,7926,0.7691,NA,1100,10644,9580,2287,3087,1,NA,NA,0.5772,0.4228,0.8925,1080,22,0.7723,0.5033,46354,8512,19366,0.8475,0.0568,0.0252,0.0101,2
238032,00382700,West Virginia University,Morgantown,2020,19669,1,3,4,5,NA,NA,NA,0.2283,10806,0.7923,NA,950,10948,8580,3250,3250,5,NA,NA,0.508,0.492,0.8389,1152,24,0.8204,0.6183,55939,8976,25320,0.8172,0.0366,0.0417,0.0177,2
239105,00386300,Marquette University,Milwaukee,2020,7828,1,1,4,3,NA,NA,NA,0.1851,9967,0.6046,NA,816,13656,13656,2550,4840,5,NA,NA,0.5505,0.4495,0.8249,1285,28,0.8825,0.8356,78257,45666,45666,0.6857,0.0404,0.1497,0.0646,2
240444,00389500,University of Wisconsin-Madison,Madison,2020,31651,1,1,4,3,NA,NA,NA,0.1437,13363,0.847,NA,1150,12200,12200,3066,3066,5,NA,NA,0.5184,0.4816,0.5725,1364,30,0.952,0.8835,73792,10742,38630,0.6796,0.0203,0.0611,0.0778,2
240727,00393200,University of Wyoming,Laramie,2020,9140,1,1,4,7,NA,NA,NA,0.2252,9850,0.9852,NA,1200,10615,10615,3184,3184,1,NA,NA,0.5246,0.4754,0.9423,1185,25,0.7953,0.5916,56880,5791,19531,0.7626,0.0114,0.0624,0.0112,2
243744,00130500,Stanford University,Stanford,2020,6366,1,1,4,8,NA,NA,NA,0.1762,20971,0.9906,NA,1290,17255,NA,3504,NA,1,NA,NA,0.5093,0.4907,0.0519,1491,33,0.8575,0.9523,124080,56169,56169,0.29,0.0743,0.17,0.248,2
243780,00182500,Purdue University-Main Campus,West Lafayette,2020,35517,1,10,4,3,NA,NA,NA,0.1533,12677,0.9647,NA,1000,10030,10520,1760,1760,1,NA,NA,0.4238,0.5762,0.6715,1315,29,0.9317,0.8281,72424,9992,28794,0.6351,0.0258,0.0598,0.1039,2
495767,00332900,The Pennsylvania State University,University Park,2020,73189,1,23,4,2,NA,NA,NA,0.2222,10822,0.828,NA,1840,12318,12318,4788,4788,1,NA,NA,0.4633,0.5367,0.7827,1198,27,0.8691,0.7281,63435,18450,35514,0.6513,0.0588,0.0815,0.0674,2
100663,00105200,University of Alabama at Birmingham,Birmingham,2021,13284,1,1,4,5,NA,NA,NA,0.3253,11590,0.7564,NA,1200,12307,12307,5555,5555,5,NA,NA,0.621,0.379,0.8854,1266,27,0.8392,0.6245,NA,8568,20400,0.5297,0.2458,0.0669,0.0767,2
100751,00105100,The University of Alabama,Tuscaloosa,2021,30725,1,1,4,5,NA,NA,NA,0.1712,10509,0.7753,NA,800,13934,13934,4670,4670,5,NA,NA,0.5615,0.4385,0.789,1244,26,0.8855,0.7223,NA,11620,31090,0.7676,0.105,0.0549,0.0137,2
100858,00100900,Auburn University,Auburn,2021,24782,1,1,4,5,NA,NA,NA,0.1301,11093,0.8436,NA,1200,14596,14596,6028,6028,2,NA,NA,0.4953,0.5047,0.7118,NA,NA,0.9289,0.8088,NA,11826,31986,0.8181,0.0461,0.0382,0.0238,2
102094,00105700,University of South Alabama,Mobile,2021,8631,1,1,4,5,NA,NA,NA,0.3672,7494,0.5766,NA,1300,8150,9020,4762,4762,1,NA,NA,0.6129,0.3871,0.7078,1132,23,0.7098,0.4741,NA,8756,17012,0.6013,0.2233,0.0467,0.0393,2
102368,00104700,Troy University,Troy,2021,10916,1,4,4,5,NA,NA,NA,0.4028,7194,0.4692,NA,1300,7599,10342,4766,4766,1,NA,NA,0.6501,0.3499,0.9527,1082,21,0.7402,0.5183,NA,9312,18624,0.5297,0.3269,0.0453,0.0063,2
104151,00108100,Arizona State University Campus Immersion,Tempe,2021,64216,1,14,4,6,NA,NA,NA,0.3276,11668,0.7237,NA,1300,13696,9974,3430,4412,3,NA,NA,0.4968,0.5032,0.8819,NA,NA,0.86,0.6602,NA,11348,29438,0.4637,0.044,0.262,0.0837,2
104179,00108300,University of Arizona,Tucson,2021,36560,1,1,4,6,NA,NA,NA,0.2868,11400,0.7586,NA,900,13450,10900,3600,5600,5,NA,NA,0.5602,0.4398,0.8727,1230,25,0.8403,0.6434,NA,12736,37258,0.4963,0.0406,0.2842,0.0502,2
106397,00110800,University of Arkansas,Fayetteville,2021,24001,1,1,4,5,NA,NA,NA,0.1795,10047,0.8463,NA,1100,11942,11942,4362,4362,1,NA,NA,0.5608,0.4392,0.8267,1188,25,0.8708,0.6968,NA,9574,26390,0.7387,0.0446,0.1039,0.0279,2
106458,00109000,Arkansas State University,Jonesboro,2021,7478,1,1,4,5,NA,NA,NA,0.367,7423,1,NA,1250,9640,9570,4633,5753,1,NA,NA,0.6272,0.3728,0.6329,1149,23,0.7473,0.5384,NA,7130,12698,0.7113,0.14,0.0444,0.0102,2
110556,00114700,California State University-Fresno,Fresno,2021,21826,1,1,4,8,NA,NA,NA,0.5726,9546,0.5404,NA,1125,10758,16003,3792,4304,3,NA,NA,0.602,0.398,0.9728,NA,NA,0.7691,0.5657,NA,6653,18533,0.167,0.029,0.5794,0.1238,2
110565,00113700,California State University-Fullerton,Fullerton,2021,35502,1,1,4,8,NA,NA,NA,0.4704,10353,0.4985,NA,1203,16703,17100,3133,5003,3,NA,NA,0.5884,0.4116,0.5943,NA,NA,0.8681,0.7147,NA,6976,18856,0.1633,0.0197,0.4895,0.2211,2
110583,00113900,California State University-Long Beach,Long Beach,2021,33765,1,1,4,8,NA,NA,NA,0.5058,10297,0.4597,NA,1070,13938,13358,3134,3638,3,NA,NA,0.5773,0.4227,0.4685,NA,NA,0.8729,0.7547,NA,6846,18726,0.1591,0.0368,0.4683,0.2135,2
110635,00131200,University of California-Berkeley,Berkeley,2021,31811,1,1,4,8,NA,NA,NA,0.272,18770,0.6688,NA,1118,20236,16377,5893,6199,3,NA,NA,0.546,0.454,0.1444,NA,NA,0.9615,0.9281,NA,14226,43980,0.2072,0.0213,0.198,0.3491,2
110662,00131500,University of California-Los Angeles,Los Angeles,2021,32122,1,1,4,8,NA,NA,NA,0.2842,19498,0.7182,NA,1405,16763,15950,4871,5560,3,NA,NA,0.5977,0.4023,0.1077,NA,NA,0.9693,0.9213,NA,13258,43012,0.2623,0.032,0.2169,0.2913,2
120883,00132900,University of the Pacific,Stockton,2021,3269,1,1,4,8,NA,NA,NA,0.372,11095,0.4977,NA,1125,14070,13891,2979,4761,5,NA,NA,0.5255,0.4745,0.793,1265,28,0.845,0.6949,NA,52352,52352,0.2095,0.0401,0.245,0.3542,2
122409,00115100,San Diego State University,San Diego,2021,30991,1,2,4,8,NA,NA,NA,0.3245,10936,0.5018,NA,1091,19330,15375,2927,3654,3,NA,NA,0.5688,0.43120000000000003,0.379,NA,NA,0.9008,0.7615,NA,8136,20016,0.3436,0.0418,0.3368,0.1343,2
122755,00115500,San Jose State University,San Jose,2021,28190,1,1,4,8,NA,NA,NA,0.3689,10570,0.4384,NA,1087,17360,18521,3133,3975,3,NA,NA,0.4889,0.5111,0.8437,NA,NA,0.8851,0.6879,NA,7852,19732,0.1304,0.0367,0.2991,0.3785,2
123800,00129400,Southwestern College,Chula Vista,2021,14285,1,1,2,8,NA,NA,NA,0.3155,10162,0.2587,NA,1080,NA,22086,NA,4635,NA,NA,NA,0.5582,0.4418,NA,NA,NA,NA,NA,NA,1342,9434,0.081,0.0454,0.697,0.1112,1
123961,00132800,University of Southern California,Los Angeles,2021,20619,1,1,4,8,NA,NA,NA,0.2112,15683,0.5866,NA,1200,16732,16732,2224,2224,5,NA,NA,0.5163,0.4837,0.1251,1484,34,0.9633,0.9201,NA,61503,61503,0.3229,0.0593,0.1734,0.2406,2
126614,00137000,University of Colorado Boulder,Boulder,2021,30414,1,1,4,7,NA,NA,NA,0.153,12044,0.747,NA,1200,15676,13050,2979,2979,5,NA,NA,0.4516,0.5484,0.7958,1292,28,0.8738,0.7404,NA,12496,38314,0.6797,0.0163,0.1329,0.0615,2
126775,00134800,Colorado School of Mines,Golden,2021,5440,1,1,4,7,NA,NA,NA,0.1377,12648,0.6862,NA,1500,15286,10142,1879,3065,5,NA,NA,0.3158,0.6842,0.5688,1399,31,0.9093,0.8325,NA,19538,40838,0.6895,0.0103,0.1222,0.0515,2
126818,00135000,Colorado State University-Fort Collins,Fort Collins,2021,24344,1,1,4,7,NA,NA,NA,0.2128,10534,0.7261,NA,1200,13016,11844,1799,1799,5,NA,NA,0.5418,0.4582,0.8964,1205,26,0.8563,0.6912,NA,12331,31613,0.7078,0.0223,0.15310000000000001,0.0288,2
127060,00137100,University of Denver,Denver,2021,5771,1,1,4,7,NA,NA,NA,0.1562,11193,0.503,NA,1000,14674,14674,3021,3021,5,NA,NA,0.5507,0.4493,0.6363,1324,29,0.8405,0.7569,NA,54819,54819,0.686,0.025,0.132,0.0376,2
127741,00134900,University of Northern Colorado,Greeley,2021,6683,1,1,4,7,NA,NA,NA,0.2615,7865,0.5636,NA,1200,12152,11844,3290,3598,1,NA,NA,0.6762,0.3238,0.9113,1104,23,0.6913,0.519,NA,10666,23785,0.6219,0.0482,0.2409,0.022,2
128328,00136900,United States Air Force Academy,USAF Academy,2021,4181,1,1,3,0,NA,NA,NA,NA,10484,0.9855,NA,NA,NA,NA,NA,NA,1,NA,NA,0.2856,0.7144,0.1243,1382,32,0.9253,0.8609,NA,NA,NA,0.6398,0.0636,0.1136,0.0703,2
129020,00141700,University of Connecticut,Storrs,2021,18362,1,5,4,1,NA,NA,NA,0.2302,12984,0.6721,NA,950,13258,14760,3032,3032,1,NA,NA,0.5241,0.4759,0.556,1337,30,0.9164,0.8308,NA,18524,41192,0.5248,0.0692,0.1443,0.1263,2
130794,00142600,Yale University,New Haven,2021,6535,1,1,4,1,NA,NA,NA,0.2141,20028,0.7381,NA,1000,17800,NA,3420,NA,5,NA,NA,0.5143,0.4857,0.0531,1526,34,0.9826,0.9692,NA,59950,59950,0.3717,0.0802,0.1487,0.2141,2
131469,00144400,George Washington University,Washington,2021,10929,1,1,4,2,NA,NA,NA,0.1424,15282,0.5319,NA,1400,15440,15440,1625,1625,5,NA,NA,0.6316,0.3684,0.4971,1419,32,0.9074,0.8366,NA,59870,59870,0.5043,0.0817,0.1258,0.1238,2
131496,00144500,Georgetown University,Washington,2021,7395,1,1,4,2,NA,NA,NA,0.1301,16073,0.4523,NA,1200,17758,NA,2600,NA,1,NA,NA,0.5724,0.4276,0.1198,1488,34,0.9761,0.952,NA,59957,59957,0.4999,0.0591,0.0802,0.1305,2
132903,00395400,University of Central Florida,Orlando,2021,59709,1,1,4,5,NA,NA,NA,0.3466,10981,0.9779,NA,1200,11498,11498,4970,4970,1,NA,NA,0.5504,0.4496,0.3637,1271,28,0.9185,0.7494,NA,6368,22467,0.4504,0.1027,0.2936,0.0688,2
133669,00148100,Florida Atlantic University,Boca Raton,2021,23695,1,1,4,5,NA,NA,NA,0.3638,9848,0.6955,NA,1272,12030,12092,5788,6362,1,NA,NA,0.5802,0.4198,0.7801,1119,23,0.8028,0.5545,NA,4879,17324,0.39,0.2014,0.2884,0.0398,2
133951,00963500,Florida International University,Miami,2021,39936,1,1,4,5,NA,NA,NA,0.4677,10252,0.9752,NA,1350,11076,13062,5006,5926,1,NA,NA,0.5664,0.4336,0.6401,1155,24,0.9019,0.6708,NA,6565,18963,0.0918,0.117,0.6733,0.0253,2
134097,00148900,Florida State University,Tallahassee,2021,33368,1,1,4,5,NA,NA,NA,0.256,11305,0.8299,NA,1000,11472,11472,5348,5348,1,NA,NA,0.5713,0.4287,0.3707,1280,28,0.9366,0.8322,NA,5656,18786,0.5788,0.0833,0.232,0.0325,2
134130,00153500,University of Florida,Gainesville,2021,34044,1,1,4,5,NA,NA,NA,0.2344,12317,0.8759,NA,810,10400,10400,3840,3840,1,NA,NA,0.5635,0.4365,0.3013,1396,31,0.9673,0.9089,NA,6381,28659,0.5095,0.0521,0.2406,0.1029,2
135726,00153600,University of Miami,Coral Gables,2021,11928,1,1,4,5,NA,NA,NA,0.1503,13336,0.7481,NA,1000,15980,20060,3590,3590,5,NA,NA,0.5348,0.4652,0.2849,1402,32,0.9277,0.8351,NA,54760,54760,0.4428,0.0913,0.2426,0.0451,2
137351,00153700,University of South Florida,Tampa,2021,36681,1,1,4,5,NA,NA,NA,0.3196,10538,0.7266,NA,1100,12568,10202,4100,4100,1,NA,NA,0.5684,0.4316,0.4938,1245,27,0.8951,0.7463,NA,6410,17324,0.4673,0.0866,0.2222,0.078,2
139755,00156900,Georgia Institute of Technology-Main Campus,Atlanta,2021,16552,1,1,4,5,NA,NA,NA,0.1333,14209,0.9026,NA,800,12090,14986,4060,4060,1,NA,NA,0.4012,0.5988,0.1596,1423,32,0.9703,0.9192,NA,12852,33964,0.414,0.0749,0.0789,0.2688,2
139931,00157200,Georgia Southern University,Statesboro,2021,22404,1,1,4,5,NA,NA,NA,0.3633,8098,0.8375,NA,1200,10012,9044,5882,6282,5,NA,NA,0.5751,0.4249,0.9051,1091,21,0.7203,0.5362,NA,6485,17539,0.5674,0.2746,0.0761,0.0206,2
139940,00157400,Georgia State University,Atlanta,2021,28415,1,2,4,5,NA,NA,NA,0.4918,9391,0.7452,NA,2000,15944,11784,3604,5072,5,NA,NA,0.6038,0.3962,0.9999,1165,23,0.7538,0.5629,NA,9286,24517,0.1944,0.4217,0.136,0.1547,2
139959,00159800,University of Georgia,Athens,2021,30032,1,1,4,5,NA,NA,NA,0.1916,11794,0.9119,NA,1032,10452,8362,4394,5160,5,NA,NA,0.5795,0.4205,0.3998,1386,31,0.9497,0.8784,NA,12068,31108,0.6834,0.0658,0.0698,0.1147,2
141574,00161000,University of Hawaii at Manoa,Honolulu,2021,13839,1,1,4,8,NA,NA,NA,0.2574,12905,0.7864,NA,1350,13642,13642,2742,2742,5,NA,NA,0.6021,0.3979,0.6998,1175,24,0.7971,0.5891,NA,12186,34218,0.1957,0.016,0.1345,0.3377,2
142115,00161600,Boise State University,Boise,2021,17075,1,1,4,7,NA,NA,NA,0.2105,8627,0.5783,NA,1240,13459,10423,4336,4714,3,NA,NA,0.5703,0.4297,0.8313,NA,NA,0.76,0.5362,NA,8060,24980,0.7328,0.0156,0.1414,0.027,2
142285,00162600,University of Idaho,Moscow,2021,6861,1,1,4,7,NA,NA,NA,0.285,9870,0.8571,NA,1232,9610,9610,3072,3072,5,NA,NA,0.5088,0.4912,0.8138,1119,24,0.7457,0.5925,NA,8340,27576,0.7559,0.0121,0.1118,0.0175,2
144050,00177400,University of Chicago,Chicago,2021,7558,1,1,4,3,NA,NA,NA,0.1226,17550,0.8559,NA,1800,17685,NA,2400,NA,5,NA,NA,0.4767,0.5233,0.0648,1535,34,0.9902,0.959,NA,62241,62241,0.3353,0.0607,0.1492,0.1989,2
145637,00177500,University of Illinois Urbana-Champaign,Champaign,2021,33889,1,1,4,3,NA,NA,NA,0.2526,13006,0.7509,NA,1200,12494,NA,2500,NA,5,NA,NA,0.4615,0.5385,0.5966,1422,32,0.9347,0.8488,NA,15442,32892,0.4044,0.0608,0.1404,0.2172,2
146719,00171000,Loyola University Chicago,Chicago,2021,11739,1,1,4,3,NA,NA,NA,0.2282,11060,0.4743,NA,1200,15180,12466,1600,1600,5,NA,NA,0.6821,0.3179,0.7698,1311,30,0.875,0.7197,NA,47808,47808,0.5322,0.0566,0.1902,0.1294,2
147703,00173700,Northern Illinois University,Dekalb,2021,11819,1,1,4,3,NA,NA,NA,0.4284,9555,0.727,NA,1300,11000,11000,2440,2440,3,NA,NA,0.529,0.471,0.7045,NA,NA,0.6747,0.5078,NA,12478,12478,0.4575,0.2033,0.22,0.0612,2
147767,00173900,Northwestern University,Evanston,2021,8691,1,1,4,3,NA,NA,NA,0.1869,18123,0.8198,NA,1566,18264,18264,3240,3240,5,NA,NA,0.5338,0.4662,0.0697,1529,35,0.9858,0.9523,NA,60768,60768,0.3979,0.0625,0.1381,0.2029,2
150136,00178600,Ball State University,Muncie,2021,13896,1,1,4,3,NA,NA,NA,0.3395,7884,0.8141,NA,1364,10796,10796,2804,2804,5,NA,NA,0.6136,0.3864,0.6817,1124,24,0.7265,0.6795,NA,10290,27524,0.7581,0.0959,0.0682,0.0184,2
151351,00180900,Indiana University-Bloomington,Bloomington,2021,33995,1,1,4,3,NA,NA,NA,0.1803,10946,0.8592,NA,1050,12098,12098,2818,2818,5,NA,NA,0.4987,0.5013,0.8504,1298,29,0.903,0.8085,NA,11333,38352,0.6879,0.0422,0.0792,0.0821,2
152080,00184000,University of Notre Dame,Notre Dame,2021,8950,1,2,4,3,NA,NA,NA,0.1016,14912,0.8843,NA,1250,16304,16304,1950,1950,5,NA,NA,0.4842,0.5158,0.1507,1490,34,0.9826,0.959,NA,58843,58843,0.6572,0.0364,0.1226,0.0528,2
152390,00183600,Saint Mary's College,Notre Dame,2021,1375,1,1,4,3,NA,NA,NA,0.2552,7506,0.6802,NA,1150,13470,8750,1800,2250,5,NA,NA,1,0,0.8307,1195,26,0.8112,0.7446,NA,48010,48010,0.7636,0.0167,0.1527,0.0138,2
153269,00186000,Drake University,Des Moines,2021,2857,1,1,4,4,NA,NA,NA,0.1854,9853,0.6633,NA,1100,11288,11288,3825,3825,5,NA,NA,0.6031,0.3969,0.6907,1311,28,0.8385,0.7815,NA,45912,45912,0.7322,0.0602,0.0728,0.0476,2
153384,00186800,Grinnell College,Grinnell,2021,1713,1,1,3,4,NA,NA,NA,0.2009,11437,0.8296,NA,900,14350,NA,2200,NA,1,NA,NA,0.5271,0.4729,0.1054,1450,32,0.925,0.8688,NA,58648,58648,0.5201,0.0426,0.0765,0.0771,2
153603,00186900,Iowa State University,Ames,2021,25537,1,1,4,4,NA,NA,NA,0.1979,11796,0.8505,NA,1000,9088,9088,2430,2430,5,NA,NA,0.4384,0.5616,0.9112,1205,25,0.8805,0.7605,NA,9634,25446,0.7706,0.0265,0.0701,0.0399,2
153658,00189200,University of Iowa,Iowa City,2021,21198,1,1,4,4,NA,NA,NA,0.1886,11887,0.856,NA,950,11780,9652,3686,4142,1,NA,NA,0.5578,0.4422,0.8621,1236,26,0.8798,0.7372,NA,9942,31905,0.7433,0.0303,0.0854,0.0489,2
155317,00194800,University of Kansas,Lawrence,2021,18427,1,1,4,4,NA,NA,NA,0.1978,10474,0.8562,NA,1224,9900,9639,3230,3230,5,NA,NA,0.532,0.468,0.925,1219,25,0.8476,0.6603,NA,11166,28034,0.6988,0.0429,0.0933,0.0586,2
155399,00192800,Kansas State University,Manhattan,2021,15384,1,1,4,4,NA,NA,NA,0.2035,9762,0.9255,NA,1006,10100,8236,4204,4204,2,NA,NA,0.4967,0.5033,0.9561,NA,NA,0.86240000000000006,0.6842,NA,10420,26491,0.796,0.0283,0.0804,0.0171,2
155900,00194000,Southwestern College,Winfield,2021,1145,1,1,4,4,NA,NA,NA,0.419,6636,1,NA,1000,8930,7792,6782,7564,5,NA,NA,0.3485,0.6515,0.6913,1015,19,0.4912,0.4045,NA,34900,34900,0.3773,0.131,0.1231,0.0201,2
157085,00198900,University of Kentucky,Lexington,2021,21358,1,1,4,5,NA,NA,NA,0.2124,10967,0.8381,NA,1000,14000,14000,4080,4080,5,NA,NA,0.5693,0.4307,0.9401,1232,26,0.8573,0.6815,NA,12610,31608,0.7508,0.0708,0.0586,0.0353,2
157289,00199900,University of Louisville,Louisville,2021,13815,1,1,4,5,NA,NA,NA,0.2773,8177,0.5434,NA,1200,9852,9712,6782,7564,5,NA,NA,0.5452,0.4548,0.7469,1182,24,0.7666,0.6248,NA,12370,28716,0.6699,0.1381,0.065,0.052,2
